ID,LABEL,SubClass Of,SubProperty Of,IRI,Type
MOP:0000179,"alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-(alpha-N-acetylneuraminyl-2,6)-N-acetyl-D-galactosaminylation",N-acetyl-D-galactosaminylation,,http://purl.obolibrary.org/obo/MOP_0000179,Class
MOP:0000180,"alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminylation",N-acetyl-D-galactosaminylation,,http://purl.obolibrary.org/obo/MOP_0000180,Class
MOP:0000181,"alpha-N-acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-D-galactosaminylation",N-acetyl-D-galactosaminylation,,http://purl.obolibrary.org/obo/MOP_0000181,Class
MOP:0000182,"beta-D-galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation",N-acetyl-D-galactosaminylation,,http://purl.obolibrary.org/obo/MOP_0000182,Class
MOP:0000183,"beta-D-galactosyl-1,3-(N-acetyl-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation",N-acetyl-D-galactosaminylation,,http://purl.obolibrary.org/obo/MOP_0000183,Class
MOP:0000184,"beta-D-galactosyl-1,3-N-acetyl-alpha-D-galactosaminylation",N-acetyl-D-galactosaminylation,,http://purl.obolibrary.org/obo/MOP_0000184,Class
MOP:0000185,"beta-D-galactosyl-1,3-N-acetyl-D-galactosaminylation",N-acetyl-D-galactosaminylation,,http://purl.obolibrary.org/obo/MOP_0000185,Class
MOP:0000186,"N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,6)-N-acetyl-D-galactosaminylation",N-acetyl-D-galactosaminylation,,http://purl.obolibrary.org/obo/MOP_0000186,Class
MOP:0000187,"N-acetyl-beta-D-glucosaminyl-1,3-N-acetyl-D-galactosaminylation",N-acetyl-D-galactosaminylation,,http://purl.obolibrary.org/obo/MOP_0000187,Class
MOP:0000188,"N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,3)-N-acetyl-D-galactosaminylation",N-acetyl-D-galactosaminylation,,http://purl.obolibrary.org/obo/MOP_0000188,Class
MOP:0000189,glucosaminylation,glycosaminylation,,http://purl.obolibrary.org/obo/MOP_0000189,Class
MOP:0000190,N-acetyl-D-glucosaminylation,glucosaminylation,,http://purl.obolibrary.org/obo/MOP_0000190,Class
MOP:0000191,"1,3-beta-D-galactosyl-(1,4-alpha-L-fucosyl)-N-acetyl-D-glucosaminylation",N-acetyl-D-glucosaminylation,,http://purl.obolibrary.org/obo/MOP_0000191,Class
MOP:0000192,3-O-beta-D-galactosyl-N-acetyl-D-glucosaminylation,N-acetyl-D-glucosaminylation,,http://purl.obolibrary.org/obo/MOP_0000192,Class
MOP:0000193,"1,4-beta-D-galactosyl-(1,3-alpha-L-fucosyl)-N-acetyl-D-glucosaminylation",N-acetyl-D-glucosaminylation,,http://purl.obolibrary.org/obo/MOP_0000193,Class
MOP:0000194,"beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation",N-acetyl-D-glucosaminylation,,http://purl.obolibrary.org/obo/MOP_0000194,Class
MOP:0000195,"alpha-D-galactosyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation",N-acetyl-D-glucosaminylation,,http://purl.obolibrary.org/obo/MOP_0000195,Class
MOP:0000196,"alpha-D-galactosyl-beta-1,3-D-galactosyl-beta-1,4-N-acetyl-D-glucosaminylation",N-acetyl-D-glucosaminylation,,http://purl.obolibrary.org/obo/MOP_0000196,Class
MOP:0000197,"beta-D-galactosyl-(1,4)-N-acetyl-D-glucosaminylation",N-acetyl-D-glucosaminylation,,http://purl.obolibrary.org/obo/MOP_0000197,Class
MOP:0000198,"N-acetyl-beta-D-glucosaminyl-1,2-(N-acetyl-beta-D-glucosaminyl-1,6)-1,2-alpha-D-mannosyl-1,3(6)-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6(3))-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation",N-acetyl-D-glucosaminylation,,http://purl.obolibrary.org/obo/MOP_0000198,Class
MOP:0000199,"N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3(6)-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl,1,6(3))-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation",N-acetyl-D-glucosaminylation,,http://purl.obolibrary.org/obo/MOP_0000199,Class
MOP:0000200,"N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation",N-acetyl-D-glucosaminylation,,http://purl.obolibrary.org/obo/MOP_0000200,Class
MOP:0000201,"N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminylation",N-acetyl-D-glucosaminylation,,http://purl.obolibrary.org/obo/MOP_0000201,Class
MOP:0000202,"N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation",N-acetyl-D-glucosaminylation,,http://purl.obolibrary.org/obo/MOP_0000202,Class
MOP:0000203,"N-acetyl-beta-D-glucosaminyl-1,6-beta-D-galactosyl-1,4-N-acetyl-D-glucosaminylation",N-acetyl-D-glucosaminylation,,http://purl.obolibrary.org/obo/MOP_0000203,Class
MOP:0000204,iduronosylation,glycosylation,,http://purl.obolibrary.org/obo/MOP_0000204,Class
MOP:0000205,5'-inosinylation,glycosylation,,http://purl.obolibrary.org/obo/MOP_0000205,Class
MOP:0000206,mannosylation,glycosylation,,http://purl.obolibrary.org/obo/MOP_0000206,Class
MOP:0000207,"(N-acetyl-beta-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosylation",mannosylation,,http://purl.obolibrary.org/obo/MOP_0000207,Class
MOP:0000208,"alpha-D-mannosyl-1,3-(r1)-beta-D-mannosylation",mannosylation,,http://purl.obolibrary.org/obo/MOP_0000208,Class
MOP:0000209,,,,http://purl.obolibrary.org/obo/MOP_0000209,Class
MOP:0000210,alpha-mannosylation,mannosylation,,http://purl.obolibrary.org/obo/MOP_0000210,Class
MOP:0000211,"N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-beta-D-mannosylation",mannosylation,,http://purl.obolibrary.org/obo/MOP_0000211,Class
MOP:0000212,"N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3)-beta-D-mannosylation",mannosylation,,http://purl.obolibrary.org/obo/MOP_0000212,Class
MOP:0000213,"N-acetyl-beta-D-glucosaminyl-1,4-(N-acetyl-D-glucosaminyl-1,2)-alpha-D-mannosyl-1,3-(beta-N-acetyl-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-beta-D-mannosylation",mannosylation,,http://purl.obolibrary.org/obo/MOP_0000213,Class
MOP:0000214,"N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-beta-D-mannosylation",mannosylation,,http://purl.obolibrary.org/obo/MOP_0000214,Class
MOP:0000215,"N-acetyl-beta-D-glucosaminyl-1,6-(N-acetyl-beta-D-glucosaminyl-1,2)-(N-acetyl-beta-D-glucosaminyl-1,4)-D-mannosylation",mannosylation,,http://purl.obolibrary.org/obo/MOP_0000215,Class
MOP:0000216,alpha-D-mannosyl-(1->3)-beta-D-mannosylation,mannosylation,,http://purl.obolibrary.org/obo/MOP_0000216,Class
MOP:0000217,neuraminosylation,glycosylation,,http://purl.obolibrary.org/obo/MOP_0000217,Class
MOP:0000218,neuraminoylation,glycosylation,,http://purl.obolibrary.org/obo/MOP_0000218,Class
MOP:0000219,ribosylation,glycosylation,,http://purl.obolibrary.org/obo/MOP_0000219,Class
MOP:0000220,adenosinediphosphoribosylation,ribosylation,,http://purl.obolibrary.org/obo/MOP_0000220,Class
MOP:0000221,,,,http://purl.obolibrary.org/obo/MOP_0000221,Class
MOP:0000222,2-deoxyribosylation,ribosylation,,http://purl.obolibrary.org/obo/MOP_0000222,Class
MOP:0000223,sialosylation,glycosylation,,http://purl.obolibrary.org/obo/MOP_0000223,Class
MOP:0000224,hemicystylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000224,Class
MOP:0000225,mevalonoylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000225,Class
MOP:0000226,montanoylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000226,Class
MOP:0000227,muramylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000227,Class
MOP:0000228,nucleotidylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000228,Class
MOP:0000229,5'-adenylylation,nucleotidylation,,http://purl.obolibrary.org/obo/MOP_0000229,Class
MOP:0000230,5'-cytidylylation,nucleotidylation,,http://purl.obolibrary.org/obo/MOP_0000230,Class
MOP:0000231,5'-thymidylylation,nucleotidylation,,http://purl.obolibrary.org/obo/MOP_0000231,Class
MOP:0000232,5'-uridylylation,nucleotidylation,,http://purl.obolibrary.org/obo/MOP_0000232,Class
MOP:0000233,5'-guanylylation,nucleotidylation,,http://purl.obolibrary.org/obo/MOP_0000233,Class
MOP:0000234,5'-ribothymidylylation,nucleotidylation,,http://purl.obolibrary.org/obo/MOP_0000234,Class
MOP:0000235,5'-inosinylylation,nucleotidylation,,http://purl.obolibrary.org/obo/MOP_0000235,Class
MOP:0000236,pantothenylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000236,Class
MOP:0000237,pantoylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000237,Class
MOP:0000238,peptidylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000238,Class
MOP:0000239,phthalylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000239,Class
MOP:0000240,propionylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000240,Class
MOP:0000241,pyruvoylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000241,Class
MOP:0000242,retinoylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000242,Class
MOP:0000243,sialoylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000243,Class
MOP:0000244,3-carboxypropanoylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000244,Class
MOP:0000245,trienoylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000245,Class
MOP:0000246,anilinocarbonylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000246,Class
MOP:0000247,pteroylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000247,Class
MOP:0000248,3-carboxyprop-2-enoylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000248,Class
MOP:0000249,(Z)-3-carboxyprop-2-enoylation,3-carboxyprop-2-enoylation,,http://purl.obolibrary.org/obo/MOP_0000249,Class
MOP:0000250,(E)-3-carboxyprop-2-enoylation,3-carboxyprop-2-enoylation,,http://purl.obolibrary.org/obo/MOP_0000250,Class
MOP:0000251,"2,6-dichlorobenzoylation",univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000251,Class
MOP:0000252,alpha-muramylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000252,Class
MOP:0000253,beta-muramylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000253,Class
MOP:0000254,dihydrolipoylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000254,Class
MOP:0000255,sinapoylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000255,Class
MOP:0000256,carboxyacetylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000256,Class
MOP:0000257,divalent carboacylation,carboacylation,,http://purl.obolibrary.org/obo/MOP_0000257,Class
MOP:0000258,aspartoylation,divalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000258,Class
MOP:0000259,L-aspartoylation,aspartoylation,,http://purl.obolibrary.org/obo/MOP_0000259,Class
MOP:0000260,D-aspartoylation,aspartoylation,,http://purl.obolibrary.org/obo/MOP_0000260,Class
MOP:0000261,citraconoylation,divalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000261,Class
MOP:0000262,glutamoylation,divalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000262,Class
MOP:0000263,D-glutamoylation,glutamoylation,,http://purl.obolibrary.org/obo/MOP_0000263,Class
MOP:0000264,L-glutamoylation,glutamoylation,,http://purl.obolibrary.org/obo/MOP_0000264,Class
MOP:0000265,maloylation,divalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000265,Class
MOP:0000266,phthaloylation,divalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000266,Class
MOP:0000267,succinylation,divalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000267,Class
MOP:0000268,butenedioylation,divalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000268,Class
MOP:0000269,fumaroylation,butenedioylation,,http://purl.obolibrary.org/obo/MOP_0000269,Class
MOP:0000270,maleoylation,butenedioylation,,http://purl.obolibrary.org/obo/MOP_0000270,Class
MOP:0000271,hexanedioylation,divalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000271,Class
MOP:0000272,malonylation,divalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000272,Class
MOP:0000273,ornithylation,univalent carboacylation,,http://purl.obolibrary.org/obo/MOP_0000273,Class
MOP:0000274,L-ornithylation,ornithylation,,http://purl.obolibrary.org/obo/MOP_0000274,Class
MOP:0000275,half-cystylation,formation of covalent bond with carbon centre,,http://purl.obolibrary.org/obo/MOP_0000275,Class
MOP:0000276,L-tyrosin-O(4)-ylation,tyrosin-O(4)-ylation,,http://purl.obolibrary.org/obo/MOP_0000276,Class
MOP:0000277,L-threonin-O(3)-ylation,threonin-O(3)-ylation,,http://purl.obolibrary.org/obo/MOP_0000277,Class
MOP:0000278,D-tyrosin-O(4)-ylation,tyrosin-O(4)-ylation,,http://purl.obolibrary.org/obo/MOP_0000278,Class
MOP:0000279,D-threonin-O(3)-ylation,threonin-O(3)-ylation,,http://purl.obolibrary.org/obo/MOP_0000279,Class
MOP:0000280,tyrosin-O(4)-ylation,formation of covalent bond with oxygen centre,,http://purl.obolibrary.org/obo/MOP_0000280,Class
MOP:0000281,threonin-O(3)-ylation,formation of covalent bond with oxygen centre,,http://purl.obolibrary.org/obo/MOP_0000281,Class
MOP:0000282,oxalylation,formation of covalent bond with carbon centre,,http://purl.obolibrary.org/obo/MOP_0000282,Class
MOP:0000283,fumagillin-2-ylation,organylation,,http://purl.obolibrary.org/obo/MOP_0000283,Class
MOP:0000284,acetoacetylation,formation of covalent bond with carbon centre,,http://purl.obolibrary.org/obo/MOP_0000284,Class
MOP:0000285,alpha-linolenoylation,formation of covalent bond with carbon centre,,http://purl.obolibrary.org/obo/MOP_0000285,Class
MOP:0000286,gamma-linolenoylation,formation of covalent bond with carbon centre,,http://purl.obolibrary.org/obo/MOP_0000286,Class
MOP:0000287,carbamimidoylation,formation of covalent bond with carbon centre,,http://purl.obolibrary.org/obo/MOP_0000287,Class
MOP:0000288,formimidoylation,formation of covalent bond with carbon centre,,http://purl.obolibrary.org/obo/MOP_0000288,Class
MOP:0000289,trifluoroacetylation,formation of covalent bond with carbon centre,,http://purl.obolibrary.org/obo/MOP_0000289,Class
MOP:0000290,carboxymethylation,formation of covalent bond with carbon centre,,http://purl.obolibrary.org/obo/MOP_0000290,Class
MOP:0000291,methylenecarbonylation,formation of covalent bond with carbon centre,,http://purl.obolibrary.org/obo/MOP_0000291,Class
MOP:0000292,N-hydroxyacetimidoylation,formation of covalent bond with carbon centre,,http://purl.obolibrary.org/obo/MOP_0000292,Class
MOP:0000293,acryloylation,formation of covalent bond with carbon centre,,http://purl.obolibrary.org/obo/MOP_0000293,Class
MOP:0000294,tert-butoxycarbonylation,formation of covalent bond with carbon centre,,http://purl.obolibrary.org/obo/MOP_0000294,Class
MOP:0000295,sulfanediylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000295,Class
MOP:0000296,phenylsulfanylation,organoheterylation,,http://purl.obolibrary.org/obo/MOP_0000296,Class
MOP:0000297,methylsulfanylation,organoheterylation,,http://purl.obolibrary.org/obo/MOP_0000297,Class
MOP:0000298,sulfaniumylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000298,Class
MOP:0000299,disulfanidylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000299,Class
MOP:0000300,disulfanediylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000300,Class
MOP:0000301,disulfanylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000301,Class
MOP:0000302,tetrasulfanylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000302,Class
MOP:0000303,tetrasulfanediylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000303,Class
MOP:0000304,trisulfanylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000304,Class
MOP:0000305,trisulfanediylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000305,Class
MOP:0000306,pentasulfanylation,formation of covalent bond with sulfur centre,,http://purl.obolibrary.org/obo/MOP_0000306,Class
MOP:0000307,diselanylation,formation of covalent bond with selenium centre,,http://purl.obolibrary.org/obo/MOP_0000307,Class
MOP:0000308,tellanylation,formation of covalent bond with tellurium centre,,http://purl.obolibrary.org/obo/MOP_0000308,Class
MOP:0000309,tellanediylation,formation of covalent bond with tellurium centre,,http://purl.obolibrary.org/obo/MOP_0000309,Class
MOP:0000310,tellaniumylation,formation of covalent bond with tellurium centre,,http://purl.obolibrary.org/obo/MOP_0000310,Class
MOP:0000311,ditellanylation,formation of covalent bond with tellurium centre,,http://purl.obolibrary.org/obo/MOP_0000311,Class
MOP:0000312,amidylation,formation of covalent bond with nitrogen centre,,http://purl.obolibrary.org/obo/MOP_0000312,Class
MOP:0000313,azanediylation,formation of covalent bond with nitrogen centre,,http://purl.obolibrary.org/obo/MOP_0000313,Class
MOP:0000314,2-aminoethylation,formation of covalent bond with carbon centre,,http://purl.obolibrary.org/obo/MOP_0000314,Class
MOP:0000315,4-aminobutylation,formation of covalent bond with carbon centre,,http://purl.obolibrary.org/obo/MOP_0000315,Class
MOP:0000316,azanetriylation,formation of covalent bond with nitrogen centre,,http://purl.obolibrary.org/obo/MOP_0000316,Class
MOP:0000317,"hydrazine-1,2-diylation",formation of covalent bond with nitrogen centre,,http://purl.obolibrary.org/obo/MOP_0000317,Class
MOP:0000318,diazyn-1-ium-1-ylation,formation of covalent bond with nitrogen centre,,http://purl.obolibrary.org/obo/MOP_0000318,Class
MOP:0000319,phosphanetriylation,formation of covalent bond with phosphorus centre,,http://purl.obolibrary.org/obo/MOP_0000319,Class
MOP:0000320,phosphanediylation,formation of covalent bond with phosphorus centre,,http://purl.obolibrary.org/obo/MOP_0000320,Class
MOP:0000321,phosphanylation,formation of covalent bond with phosphorus centre,,http://purl.obolibrary.org/obo/MOP_0000321,Class
MOP:0000322,lambda(5)-phosphanylation,formation of covalent bond with phosphorus centre,,http://purl.obolibrary.org/obo/MOP_0000322,Class
MOP:0000323,phosphaniumylation,formation of covalent bond with phosphorus centre,,http://purl.obolibrary.org/obo/MOP_0000323,Class
MOP:0000324,arsanylation,formation of covalent bond with arsenic centre,,http://purl.obolibrary.org/obo/MOP_0000324,Class
MOP:0000325,arsanediylation,formation of covalent bond with arsenic centre,,http://purl.obolibrary.org/obo/MOP_0000325,Class
MOP:0000326,arsanetriylation,formation of covalent bond with arsenic centre,,http://purl.obolibrary.org/obo/MOP_0000326,Class
MOP:0000327,arsaniumylation,formation of covalent bond with arsenic centre,,http://purl.obolibrary.org/obo/MOP_0000327,Class
MOP:0000328,lambda(5)-arsanylation,formation of covalent bond with arsenic centre,,http://purl.obolibrary.org/obo/MOP_0000328,Class
MOP:0000329,stibaniumylation,formation of covalent bond with antimony centre,,http://purl.obolibrary.org/obo/MOP_0000329,Class
MOP:0000330,lambda(5)-stibanylation,formation of covalent bond with antimony centre,,http://purl.obolibrary.org/obo/MOP_0000330,Class
